plotID,year,TotalGrazing,start_graz1,start_graz2,start_graz3,start_graz4,end_graz1,end_graz2,end_graz3,end_graz4,grazingdays,inten_graz1,inten_graz2,inten_graz3,inten_graz4
AEG05,2013,126.9908,2013-06-01,,,,2013-09-30,,,,122,1.0409081967213114,,,
AEG05,2014,115.0572,2014-07-01,,,,2014-12-31,,,,184,0.6253108695652173,,,
AEG05,2015,120.0686,2015-08-01,,,,2015-11-30,,,,122,0.9841688524590164,,,
AEG05,2016,35.9382,2016-07-01,,,,2016-10-31,,,,123,0.29218048780487804,,,
AEG05,2017,123.5294,2017-01-01,,,,2017-12-31,,,,365,0.3384367123287671,,,
AEG05,2018,166.6087,2018-08-01,,,,2018-10-31,,,,92,1.8109641304347825,,,
AEG05,2019,153.6029,2019-07-01,,,,2019-10-31,,,,123,1.2488040650406504,,,
AEG05,2020,183.4926,2020-07-01,,,,2020-11-30,,,,153,1.1992980392156865,,,
AEG05,2021,219.8529,2021-07-01,,,,2021-10-31,,,,123,1.7874219512195122,,,
AEG06,2006,414.375,2006-05-01,,,,2006-10-31,,,,184,2.2520380434782608,,,
AEG06,2007,687.1875,2007-05-01,,,,2007-10-31,,,,184,3.7347146739130435,,,
AEG06,2008,687.1875,2008-05-01,,,,2008-10-31,,,,184,3.7347146739130435,,,
AEG06,2009,186.1562,2009-04-01,,,,2009-10-31,,,,214,0.8698887850467291,,,
AEG06,2010,128.1229,2010-07-01,,,,2010-11-30,,,,153,0.8374045751633986,,,
AEG06,2011,134.3114,2011-08-01,,,,2011-12-31,,,,153,0.8778522875816993,,,
AEG06,2012,76.3866,2012-01-01,,,,2012-10-31,,,,305,0.250447868852459,,,
AEG06,2013,162.8863,2013-01-01,,,,2013-12-31,,,,365,0.4462638356164384,,,
AEG06,2014,336.959,2014-01-01,,,,2014-12-31,,,,365,0.9231753424657534,,,
AEG06,2015,177.2877,2015-01-01,,,,2015-12-31,,,,365,0.48571972602739727,,,
AEG06,2016,245.4649,2016-01-01,,,,2016-10-31,,,,305,0.8048029508196721,,,
AEG06,2017,92.7835,2017-07-01,,,,2017-11-30,,,,153,0.6064281045751634,,,
AEG06,2018,69.5928,2018-08-01,,,,2018-10-31,,,,92,0.7564434782608696,,,
AEG06,2019,137.699,2019-08-01,,,,2019-11-30,,,,122,1.1286803278688526,,,
AEG06,2020,56.7767,2020-08-01,,,,2020-11-30,,,,122,0.46538278688524587,,,
AEG06,2021,72.0,2021-06-01,,,,2021-09-30,,,,122,0.5901639344262295,,,
AEG07,2006,34.2857,2006-05-01,,,,2006-11-30,,,,214,0.16021355140186916,,,
AEG07,2007,30.7692,2007-06-01,,,,2007-09-30,,,,122,0.25220655737704917,,,
AEG07,2008,26.3736,2008-07-01,,,,2008-10-31,,,,123,0.21441951219512195,,,
AEG07,2009,45.956,2009-05-01,,,,2009-11-30,,,,214,0.21474766355140187,,,
AEG07,2010,42.8571,2010-05-01,,,,2010-11-30,,,,214,0.20026682242990657,,,
AEG07,2011,28.1319,2011-05-01,,,,2011-10-31,,,,184,0.15289076086956524,,,
AEG07,2012,42.1429,2012-05-01,,,,2012-07-31,,,,92,0.45807499999999995,,,
AEG07,2013,25.9341,2013-05-01,,,,2013-10-31,,,,184,0.14094619565217392,,,
AEG07,2014,22.033,2014-04-01,,,,2014-10-31,,,,214,0.10295794392523365,,,
AEG07,2015,33.4066,2015-05-01,,,,2015-09-30,,,,153,0.21834379084967317,,,
AEG07,2016,57.1868,2016-05-01,,,,2016-09-30,,,,153,0.3737699346405229,,,
AEG07,2017,42.3077,2017-05-01,,,,2017-09-30,,,,153,0.2765209150326797,,,
AEG07,2018,90.989,2018-05-01,,,,2018-10-31,,,,184,0.4945054347826087,,,
AEG07,2019,97.1978,2019-05-01,,,,2019-10-31,,,,184,0.5282489130434783,,,
AEG07,2020,80.2198,2020-05-01,,,,2020-10-31,,,,184,0.4359771739130435,,,
AEG07,2021,76.044,2021-03-01,,,,2021-10-31,,,,245,0.3103836734693877,,,
AEG08,2006,135.8025,2006-05-01,,,,2006-09-30,,,,153,0.8875980392156864,,,
AEG08,2007,103.7037,2007-05-01,,,,2007-10-31,,,,184,0.5636070652173913,,,
AEG08,2008,103.7037,2008-05-01,,,,2008-10-31,,,,184,0.5636070652173913,,,
AEG08,2009,148.1481,2009-05-01,,,,2009-10-31,,,,184,0.8051527173913043,,,
AEG08,2010,118.5185,2010-05-01,,,,2010-10-31,,,,184,0.6441222826086956,,,
AEG08,2011,75.3086,2011-05-01,,,,2011-10-31,,,,184,0.4092858695652174,,,
AEG08,2012,70.3704,2012-07-01,,,,2012-08-31,,,,62,1.1350064516129033,,,
AEG08,2013,156.2963,2013-05-01,,,,2013-10-31,,,,184,0.8494364130434783,,,
AEG08,2014,58.0247,2014-05-01,,,,2014-10-31,,,,184,0.31535163043478265,,,
AEG08,2015,61.6914,2015-07-01,,,,2015-10-31,,,,123,0.5015560975609756,,,
AEG08,2016,47.716,2016-07-01,,,,2016-10-31,,,,123,0.3879349593495935,,,
AEG08,2017,48.7654,2017-08-01,,,,2017-10-31,,,,92,0.5300586956521739,,,
AEG08,2018,51.4815,2018-08-01,,,,2018-10-31,,,,92,0.5595815217391304,,,
AEG08,2019,18.5185,2019-10-01,,,,2019-10-31,,,,31,0.5973709677419354,,,
AEG08,2020,26.6667,2020-06-01,,,,2020-09-30,,,,122,0.2185795081967213,,,
AEG08,2021,9.2593,2021-10-01,,,,2021-10-31,,,,31,0.29868709677419353,,,
AEG09,2006,29.0557,2006-05-01,,,,2006-08-31,,,,123,0.23622520325203253,,,
AEG09,2007,38.7409,2007-05-01,,,,2007-09-30,,,,153,0.25320849673202617,,,
AEG09,2008,38.7409,2008-05-01,,,,2008-09-30,,,,153,0.25320849673202617,,,
AEG09,2009,35.5125,2009-05-01,,,,2009-09-30,,,,153,0.2321078431372549,,,
AEG09,2010,85.5044,2010-05-01,,,,2010-12-31,,,,245,0.3489975510204082,,,
AEG09,2011,76.9976,2011-05-01,,,,2011-12-31,,,,245,0.314275918367347,,,
AEG09,2012,77.6513,2012-05-01,,,,2012-12-31,,,,245,0.3169440816326531,,,
AEG09,2013,62.954,2013-05-01,,,,2013-12-31,,,,245,0.25695510204081634,,,
AEG09,2014,64.1646,2014-05-01,,,,2014-12-31,,,,245,0.26189632653061223,,,
AEG09,2015,112.3487,2015-05-01,,,,2015-08-31,,,,123,0.9134040650406503,,,
AEG09,2016,121.0654,2016-04-01,,,,2016-08-31,,,,153,0.7912771241830066,,,
AEG09,2017,100.0807,2017-04-01,,,,2017-10-31,,,,214,0.46766682242990654,,,
AEG09,2018,102.7441,2018-05-01,,,,2018-10-31,,,,184,0.558391847826087,,,
AEG09,2019,89.1848,2019-05-01,,,,2019-10-31,,,,184,0.48469999999999996,,,
AEG09,2020,84.7458,2020-01-01,,,,2020-12-31,,,,366,0.23154590163934427,,,
AEG09,2021,78.6925,2021-05-01,,,,2021-10-31,,,,184,0.4276766304347826,,,
AEG10,2006,0.0,,,,,,,,,0,,,,
AEG10,2007,0.0,,,,,,,,,0,,,,
AEG10,2008,0.0,,,,,,,,,0,,,,
AEG10,2009,0.0,,,,,,,,,0,,,,
AEG10,2010,0.0,,,,,,,,,0,,,,
AEG10,2011,0.0,,,,,,,,,0,,,,
AEG10,2012,0.0,,,,,,,,,0,,,,
AEG10,2013,0.0,,,,,,,,,0,,,,
AEG10,2014,0.0,,,,,,,,,0,,,,
AEG10,2015,0.0,,,,,,,,,0,,,,
AEG10,2016,19.3705,2016-01-01,,,,2016-12-31,,,,366,0.05292486338797814,,,
AEG10,2017,19.3705,2017-11-01,,,,2017-11-30,,,,30,0.6456833333333333,,,
AEG10,2018,0.0,,,,,,,,,0,,,,
AEG10,2019,0.0,,,,,,,,,0,,,,
AEG10,2020,7.0218,2020-09-01,,,,2020-09-30,,,,30,0.23406,,,
AEG10,2021,8.4746,2021-09-01,,,,2021-10-31,,,,61,0.13892786885245903,,,
AEG11,2006,0.0,,,,,,,,,0,,,,
AEG11,2007,0.0,,,,,,,,,0,,,,
AEG11,2008,0.0,,,,,,,,,0,,,,
AEG11,2009,0.0,,,,,,,,,0,,,,
AEG11,2010,0.0,,,,,,,,,0,,,,
AEG11,2011,0.0,,,,,,,,,0,,,,
AEG11,2012,0.0,,,,,,,,,0,,,,
AEG11,2013,0.0,,,,,,,,,0,,,,
AEG11,2014,0.0,,,,,,,,,0,,,,
AEG11,2015,0.0,,,,,,,,,0,,,,
AEG11,2016,0.0,,,,,,,,,0,,,,
AEG11,2017,0.0,,,,,,,,,0,,,,
AEG11,2018,0.0,,,,,,,,,0,,,,
AEG11,2019,0.0,,,,,,,,,0,,,,
AEG11,2020,0.0,,,,,,,,,0,,,,
AEG11,2021,53.4759,2021-12-01,,,,2021-12-31,,,,31,1.7250290322580646,,,
AEG12,2006,0.0,,,,,,,,,0,,,,
AEG12,2007,0.0,,,,,,,,,0,,,,
AEG12,2008,0.0,,,,,,,,,0,,,,
AEG12,2009,0.0,,,,,,,,,0,,,,
AEG12,2010,0.0,,,,,,,,,0,,,,
AEG12,2011,0.0,,,,,,,,,0,,,,
AEG12,2012,0.0,,,,,,,,,0,,,,
AEG12,2013,0.0,,,,,,,,,0,,,,
AEG12,2014,0.0,,,,,,,,,0,,,,
AEG12,2015,0.0,,,,,,,,,0,,,,
AEG12,2016,0.0,,,,,,,,,0,,,,
AEG12,2017,0.0,,,,,,,,,0,,,,
AEG12,2018,0.0,,,,,,,,,0,,,,
AEG12,2019,0.0,,,,,,,,,0,,,,
AEG12,2020,0.0,,,,,,,,,0,,,,
AEG12,2021,0.0,,,,,,,,,0,,,,
AEG13,2006,0.0,,,,,,,,,0,,,,
AEG13,2007,0.0,,,,,,,,,0,,,,
AEG13,2008,0.0,,,,,,,,,0,,,,
AEG13,2009,0.0,,,,,,,,,0,,,,
AEG13,2010,0.0,,,,,,,,,0,,,,
AEG13,2011,0.0,,,,,,,,,0,,,,
AEG13,2012,0.0,,,,,,,,,0,,,,
AEG13,2013,0.0,,,,,,,,,0,,,,
AEG13,2014,0.0,,,,,,,,,0,,,,
AEG13,2015,0.0,,,,,,,,,0,,,,
AEG13,2016,0.0,,,,,,,,,0,,,,
AEG13,2017,0.0,,,,,,,,,0,,,,
AEG13,2018,0.0,,,,,,,,,0,,,,
AEG13,2019,0.0,,,,,,,,,0,,,,
AEG13,2020,0.0,,,,,,,,,0,,,,
AEG13,2021,0.0,,,,,,,,,0,,,,
AEG14,2006,0.0,,,,,,,,,0,,,,
AEG14,2007,0.0,,,,,,,,,0,,,,
AEG14,2008,0.0,,,,,,,,,0,,,,
AEG14,2009,0.0,,,,,,,,,0,,,,
AEG14,2010,0.0,,,,,,,,,0,,,,
AEG14,2011,0.0,,,,,,,,,0,,,,
AEG14,2012,0.0,,,,,,,,,0,,,,
AEG14,2013,0.0,,,,,,,,,0,,,,
AEG14,2014,0.0,,,,,,,,,0,,,,
AEG14,2015,0.0,,,,,,,,,0,,,,
AEG14,2016,0.0,,,,,,,,,0,,,,
AEG14,2017,0.0,,,,,,,,,0,,,,
AEG14,2018,0.0,,,,,,,,,0,,,,
AEG14,2019,0.0,,,,,,,,,0,,,,
AEG14,2020,0.0,,,,,,,,,0,,,,
AEG14,2021,0.0,,,,,,,,,0,,,,
AEG15,2006,0.0,,,,,,,,,0,,,,
AEG15,2007,0.0,,,,,,,,,0,,,,
AEG15,2008,0.0,,,,,,,,,0,,,,
AEG15,2009,0.0,,,,,,,,,0,,,,
AEG15,2010,0.0,,,,,,,,,0,,,,
AEG15,2011,0.0,,,,,,,,,0,,,,
AEG15,2012,0.0,,,,,,,,,0,,,,
AEG15,2013,0.0,,,,,,,,,0,,,,
AEG15,2014,0.0,,,,,,,,,0,,,,
AEG15,2015,0.0,,,,,,,,,0,,,,
AEG15,2016,0.0,,,,,,,,,0,,,,
AEG15,2017,0.0,,,,,,,,,0,,,,
AEG15,2018,0.0,,,,,,,,,0,,,,
AEG15,2019,0.0,,,,,,,,,0,,,,
AEG15,2020,0.0,,,,,,,,,0,,,,
AEG15,2021,0.0,,,,,,,,,0,,,,
AEG16,2006,135.4959,2006-07-01,,,,2006-10-31,,,,123,1.1015926829268292,,,
AEG16,2007,19.4635,2007-10-01,,,,2007-11-30,,,,61,0.3190737704918033,,,
AEG16,2008,16.2196,2008-10-01,,,,2008-10-31,,,,31,0.5232129032258065,,,
AEG16,2009,106.5502,2009-05-01,,,,2009-12-31,,,,245,0.4348987755102041,,,
AEG16,2010,83.6681,2010-06-01,,,,2010-12-31,,,,214,0.390972429906542,,,
AEG16,2011,108.3656,2011-06-01,,,,2011-12-31,,,,214,0.506381308411215,,,
AEG16,2012,154.8846,2012-06-01,,,,2012-11-30,,,,183,0.8463639344262296,,,
AEG16,2013,221.6469,2013-06-01,,,,2013-11-30,,,,183,1.2111852459016392,,,
AEG16,2014,116.2695,2014-05-01,,,,2014-10-31,,,,184,0.6318994565217391,,,
AEG16,2015,165.7767,2015-06-01,,,,2015-11-30,,,,183,0.9058836065573771,,,
AEG16,2016,158.665,2016-05-01,,,,2016-11-30,,,,214,0.7414252336448598,,,
AEG16,2017,143.5037,2017-04-01,,,,2017-10-31,,,,214,0.6705780373831776,,,
AEG16,2018,164.5901,2018-05-01,,,,2018-10-31,,,,184,0.8945114130434783,,,
AEG16,2019,422.4891,2019-04-01,,,,2019-10-31,,,,214,1.9742481308411215,,,
AEG16,2020,590.4554,2020-01-01,,,,2020-10-31,,,,305,1.9359193442622953,,,
AEG16,2021,397.0368,2021-05-01,,,,2021-10-31,,,,184,2.1578086956521743,,,
AEG17,2006,0.0,,,,,,,,,0,,,,
AEG17,2007,0.0,,,,,,,,,0,,,,
AEG17,2008,0.0,,,,,,,,,0,,,,
AEG17,2009,0.0,,,,,,,,,0,,,,
AEG17,2010,0.0,,,,,,,,,0,,,,
AEG17,2011,0.0,,,,,,,,,0,,,,
AEG17,2012,0.0,,,,,,,,,0,,,,
AEG17,2013,0.0,,,,,,,,,0,,,,
AEG17,2014,0.0,,,,,,,,,0,,,,
AEG17,2015,0.0,,,,,,,,,0,,,,
AEG17,2016,0.0,,,,,,,,,0,,,,
AEG17,2017,0.0,,,,,,,,,0,,,,
AEG17,2018,0.0,,,,,,,,,0,,,,
AEG17,2019,0.0,,,,,,,,,0,,,,
AEG17,2020,0.0,,,,,,,,,0,,,,
AEG17,2021,0.0,,,,,,,,,0,,,,
AEG18,2006,0.0,,,,,,,,,0,,,,
AEG18,2007,0.0,,,,,,,,,0,,,,
AEG18,2008,0.0,,,,,,,,,0,,,,
AEG18,2009,0.0,,,,,,,,,0,,,,
AEG18,2010,0.0,,,,,,,,,0,,,,
AEG18,2011,0.0,,,,,,,,,0,,,,
AEG18,2012,0.0,,,,,,,,,0,,,,
AEG18,2013,0.0,,,,,,,,,0,,,,
AEG18,2014,0.0,,,,,,,,,0,,,,
AEG18,2015,0.0,,,,,,,,,0,,,,
AEG18,2016,0.0,,,,,,,,,0,,,,
AEG18,2017,0.0,,,,,,,,,0,,,,
AEG18,2018,0.0,,,,,,,,,0,,,,
AEG18,2019,0.0,,,,,,,,,0,,,,
AEG18,2020,0.0,,,,,,,,,0,,,,
AEG18,2021,0.0,,,,,,,,,0,,,,
AEG19,2006,258.4795,2006-05-01,,,,2006-10-31,,,,184,1.4047798913043477,,,
AEG19,2007,1000.1949,2007-05-01,,,,2007-10-31,,,,184,5.435841847826087,,,
AEG19,2008,1000.1949,2008-05-01,,,,2008-10-31,,,,184,5.435841847826087,,,
AEG19,2009,487.8363,2009-01-01,,,,2009-12-31,,,,365,1.3365378082191781,,,
AEG19,2010,65.1309,2010-09-01,,,,2010-12-31,,,,122,0.5338598360655737,,,
AEG19,2011,132.6068,2011-02-01,,,,2011-12-31,,,,334,0.3970263473053892,,,
AEG19,2012,102.3075,2012-01-01,,,,2012-09-30,,,,274,0.3733850364963504,,,
AEG19,2013,191.6055,2013-01-01,,,,2013-12-31,,,,365,0.5249465753424658,,,
AEG19,2014,165.476,2014-01-01,,,,2014-12-31,,,,365,0.453358904109589,,,
AEG19,2015,192.6007,2015-01-01,,,,2015-12-31,,,,365,0.5276731506849315,,,
AEG19,2016,480.0716,2016-01-01,,,,2016-10-31,,,,305,1.5740052459016394,,,
AEG19,2017,162.9589,2017-05-01,,,,2017-11-30,,,,214,0.7614901869158879,,,
AEG19,2018,204.5398,2018-04-01,,,,2018-10-31,,,,214,0.9557934579439253,,,
AEG19,2019,256.9829,2019-04-01,,,,2019-11-30,,,,244,1.053208606557377,,,
AEG19,2020,158.6165,2020-09-01,,,,2020-11-30,,,,91,1.7430384615384615,,,
AEG19,2021,107.1693,2021-06-01,,,,2021-10-31,,,,153,0.7004529411764706,,,
AEG20,2006,316.4384,2006-05-01,,,,2006-10-31,,,,184,1.7197739130434784,,,
AEG20,2007,316.4384,2007-05-01,,,,2007-10-31,,,,184,1.7197739130434784,,,
AEG20,2008,316.4384,2008-05-01,,,,2008-10-31,,,,184,1.7197739130434784,,,
AEG20,2009,191.7808,2009-06-01,,,,2009-10-31,,,,153,1.2534692810457517,,,
AEG20,2010,350.0,2010-06-01,,,,2010-10-31,,,,153,2.287581699346405,,,
AEG20,2011,157.1429,2011-06-01,,,,2011-09-30,,,,122,1.288056557377049,,,
AEG20,2012,94.2857,2012-05-01,,,,2012-08-31,,,,123,0.7665504065040651,,,
AEG20,2013,49.3151,2013-06-01,,,,2013-08-31,,,,92,0.536033695652174,,,
AEG20,2014,115.0685,2014-05-01,,,,2014-08-31,,,,123,0.9355162601626016,,,
AEG20,2015,146.1187,2015-06-01,,,,2015-09-30,,,,122,1.197694262295082,,,
AEG20,2016,172.1461,2016-07-01,,,,2016-08-31,,,,62,2.77655,,,
AEG20,2017,205.4795,2017-05-01,,,,2017-10-31,,,,184,1.1167364130434783,,,
AEG20,2018,147.9452,2018-06-01,,,,2018-11-30,,,,183,0.8084437158469945,,,
AEG20,2019,147.9452,2019-05-01,,,,2019-09-30,,,,153,0.966962091503268,,,
AEG20,2020,168.7671,2020-05-01,,,,2020-11-30,,,,214,0.788631308411215,,,
AEG20,2021,153.4247,2021-06-01,,,,2021-10-31,,,,153,1.002775816993464,,,
AEG21,2006,911.9454,2006-05-01,,,,2006-10-31,,,,184,4.956225,,,
AEG21,2007,1135.8362,2007-05-01,,,,2007-11-30,,,,214,5.307645794392523,,,
AEG21,2008,1135.8362,2008-05-01,,,,2008-11-30,,,,214,5.307645794392523,,,
AEG21,2009,893.0375,2009-07-01,,,,2009-10-31,,,,123,7.260467479674797,,,
AEG21,2010,1225.5973,2010-08-01,,,,2010-11-30,,,,122,10.045879508196721,,,
AEG21,2011,904.069,2011-09-01,,,,2011-12-31,,,,122,7.410401639344262,,,
AEG21,2012,411.549,2012-03-01,,,,2012-11-30,,,,275,1.4965418181818182,,,
AEG21,2013,782.3763,2013-07-01,,,,2013-10-31,,,,123,6.360782926829269,,,
AEG21,2014,385.7828,2014-07-01,,,,2014-11-30,,,,153,2.521456209150327,,,
AEG21,2015,890.5982,2015-07-01,,,,2015-11-30,,,,153,5.820903267973856,,,
AEG21,2016,445.2113,2016-07-01,,,,2016-12-31,,,,184,2.4196266304347827,,,
AEG21,2017,665.4074,2017-08-01,,,,2017-12-31,,,,153,4.34906797385621,,,
AEG21,2018,624.1447,2018-07-01,,,,2018-12-31,,,,184,3.3920907608695647,,,
AEG21,2019,300.4284,2019-05-01,,,,2019-11-30,,,,214,1.4038710280373832,,,
AEG21,2020,402.7986,2020-08-01,,,,2020-10-31,,,,92,4.378245652173914,,,
AEG21,2021,434.7099,2021-08-01,,,,2021-11-30,,,,122,3.5631959016393444,,,
AEG22,2006,15.4959,2006-11-01,,,,2006-11-30,,,,30,0.51653,,,
AEG22,2007,0.0,,,,,,,,,0,,,,
AEG22,2008,0.0,,,,,,,,,0,,,,
AEG22,2009,41.3223,2009-09-01,,,,2009-09-30,,,,30,1.37741,,,
AEG22,2010,35.124,2010-01-01,,,,2010-12-31,,,,365,0.09623013698630138,,,
AEG22,2011,35.124,2011-10-01,,,,2011-10-31,,,,31,1.1330322580645162,,,
AEG22,2012,35.124,2012-10-01,,,,2012-10-31,,,,31,1.1330322580645162,,,
AEG22,2013,138.4298,2013-10-01,,,,2013-10-31,,,,31,4.465477419354839,,,
AEG22,2014,35.124,2014-09-01,,,,2014-09-30,,,,30,1.1708,,,
AEG22,2015,14.9793,2015-09-01,,,,2015-09-30,,,,30,0.49931000000000003,,,
AEG22,2016,24.7934,2016-10-01,,,,2016-10-31,,,,31,0.7997870967741935,,,
AEG22,2017,0.0,,,,,,,,,0,,,,
AEG22,2018,0.0,,,,,,,,,0,,,,
AEG22,2019,0.0,,,,,,,,,0,,,,
AEG22,2020,0.0,,,,,,,,,0,,,,
AEG22,2021,0.0,,,,,,,,,0,,,,
AEG23,2006,0.0,,,,,,,,,0,,,,
AEG23,2007,0.0,,,,,,,,,0,,,,
AEG23,2008,0.0,,,,,,,,,0,,,,
AEG23,2009,0.0,,,,,,,,,0,,,,
AEG23,2010,0.0,,,,,,,,,0,,,,
AEG23,2011,0.0,,,,,,,,,0,,,,
AEG23,2012,0.0,,,,,,,,,0,,,,
AEG23,2013,0.0,,,,,,,,,0,,,,
AEG23,2014,0.0,,,,,,,,,0,,,,
AEG23,2015,0.0,,,,,,,,,0,,,,
AEG23,2016,0.0,,,,,,,,,0,,,,
AEG23,2017,0.0,,,,,,,,,0,,,,
AEG23,2018,0.0,,,,,,,,,0,,,,
AEG23,2019,0.0,,,,,,,,,0,,,,
AEG23,2020,0.0,,,,,,,,,0,,,,
AEG23,2021,0.0,,,,,,,,,0,,,,
AEG24,2006,132.9787,2006-08-01,,,,2006-12-31,,,,153,0.8691418300653595,,,
AEG24,2007,132.9787,2007-04-01,,,,2007-11-30,,,,244,0.5449946721311476,,,
AEG24,2008,132.9787,2008-04-01,,,,2008-11-30,,,,244,0.5449946721311476,,,
AEG24,2009,199.4681,2009-05-01,,,,2009-08-31,,,,123,1.621691869918699,,,
AEG24,2010,163.8298,2010-08-01,,,,2010-11-30,,,,122,1.342867213114754,,,
AEG24,2011,116.5985,2011-03-01,,,,2011-10-31,,,,245,0.4759122448979592,,,
AEG24,2012,143.6248,2012-08-01,,,,2012-10-31,,,,92,1.5611391304347826,,,
AEG24,2013,223.6392,2013-08-01,,,,2013-12-31,,,,153,1.4616941176470588,,,
AEG24,2014,143.617,2014-10-01,,,,2014-10-31,,,,31,4.632806451612903,,,
AEG24,2015,109.5745,2015-05-01,,,,2015-12-31,,,,245,0.44724285714285716,,,
AEG24,2016,32.9787,2016-09-01,,,,2016-11-30,,,,91,0.36240329670329674,,,
